loss,accuracy,val_loss,val_accuracy
1.1532872915267944,0.40035077929496765,1.0063925981521606,0.4783163368701935
1.0144455432891846,0.4566326439380646,0.9686735272407532,0.4878826439380646
0.967326283454895,0.4944196343421936,0.9321411848068237,0.5025510191917419
0.9343322515487671,0.5184949040412903,0.9492579102516174,0.5
0.8921160101890564,0.5484693646430969,0.9236571788787842,0.5376275777816772
0.8563271164894104,0.5735012888908386,0.9307151436805725,0.5389030575752258
0.823585569858551,0.5881696343421936,0.9571733474731445,0.53125
0.7925819158554077,0.6092155575752258,0.8788144588470459,0.5644132494926453
0.7599548697471619,0.6417410969734192,0.8911285400390625,0.5676020383834839
0.7243193984031677,0.6610331535339355,0.9217379093170166,0.5612244606018066
0.6892698407173157,0.6736288070678711,0.8856565356254578,0.5841836929321289
0.6549844741821289,0.6926020383834839,0.9902207255363464,0.5688775777816772
0.6085493564605713,0.7235331535339355,0.9278886914253235,0.579081654548645
