loss,accuracy,val_loss,val_accuracy
1.5122003555297852,0.35772058367729187,1.024935245513916,0.4434655010700226
1.036309003829956,0.40882351994514465,1.0006309747695923,0.4214390516281128
1.0163837671279907,0.4316176474094391,0.9808682203292847,0.4361233413219452
1.001413106918335,0.4470588266849518,0.9753516316413879,0.45668134093284607
0.9885364174842834,0.46176469326019287,0.9658753275871277,0.46255508065223694
0.9771482348442078,0.4749999940395355,0.9642055034637451,0.47136563062667847
0.9671307802200317,0.4794117510318756,0.9649454951286316,0.461086630821228
0.9539159536361694,0.4996323585510254,0.9889196753501892,0.4508076310157776
0.9391547441482544,0.5176470875740051,0.9703285098075867,0.4596182107925415
0.9313751459121704,0.5283088088035583,0.9602511525154114,0.4596182107925415
0.9274664521217346,0.5264706015586853,0.9728557467460632,0.46549192070961
0.9051660895347595,0.5441176295280457,0.9676433205604553,0.46549192070961
0.8842587471008301,0.5698529481887817,0.9549695253372192,0.47870779037475586
0.8593042492866516,0.5746323466300964,0.9699817895889282,0.47136563062667847
0.8404805064201355,0.5966911911964417,1.056942105293274,0.44052863121032715
0.8190388679504395,0.6161764860153198,1.0356383323669434,0.4728340804576874
0.7808988690376282,0.6474264860153198,1.0182020664215088,0.4757709205150604
0.7422270774841309,0.6672794222831726,1.0458351373672485,0.44787079095840454
