loss,accuracy,val_loss,val_accuracy
0.39972299337387085,0.8411030769348145,0.9994247555732727,0.6154855489730835
0.33231624960899353,0.8676953315734863,1.247657060623169,0.5905511975288391
0.2853798568248749,0.899540364742279,1.0305233001708984,0.6456692814826965
0.22869037091732025,0.9107025861740112,1.3688453435897827,0.6010498404502869
0.20619507133960724,0.9297439455986023,1.2782838344573975,0.6417322754859924
0.17180100083351135,0.9517399668693542,1.1762306690216064,0.6574802994728088
0.1346350908279419,0.9619172811508179,1.1560059785842896,0.6089239120483398
0.10798372328281403,0.9668417572975159,2.239780902862549,0.5603674650192261
0.08131355792284012,0.9730794429779053,1.3694336414337158,0.6364829540252686
0.06763751059770584,0.978660523891449,1.6127434968948364,0.6430445909500122
0.028866836801171303,0.9924491047859192,2.003725528717041,0.6601049900054932
